com.victronenergy.genset.socketcan_can0_vi0_uc88
/HardwareVersion	ARRAY	[]	
/Engine/OperatingHours	UINT32	1261620	1261620s
/Mgmt/ProcessVersion	STRING	2.41	2.41
/Ac/L1/Current	UINT16	24	24A
/ErrorCode	BYTE	0	0
/ProductId	UINT16	45120	0xB040
/Ac/L3/Voltage	UINT16	232	232V
/Engine/CoolantTemperature	DOUBLE	73.0	73degrees
/DeviceInstance	UINT32	0	0
/Ac/L2/Current	UINT16	25	25A
/Mgmt/Connection	STRING	VE.Can	VE.Can
/Connected	UINT32	1	1
/NrOfPhases	UINT32	3	3
/Engine/Load	DOUBLE	41.0	41%
/FirmwareVersion	UINT32	520	v2.08
/Ac/L1/Power	INT32	4160	4160W
/Ac/L3/Power	INT32	4210	4210W
/Ac/L2/Voltage	UINT16	232	232V
/Ac/L3/Current	UINT16	24	24A
/N2kUniqueNumber	UINT32	88	88
/Engine/WindingTemperature	DOUBLE	63.0	63degrees
/Engine/Speed	DOUBLE	2952.0	2952rpm
/StarterVoltage	DOUBLE	13.399999618530273	13.4V
/RemoteStartModeEnabled	UINT32	1	1
/Ac/L1/Voltage	UINT16	232	232V
/Engine/ExaustTemperature	DOUBLE	62.0	62degrees
/StatusCode	BYTE	8	8
/Start	UINT32	1	1
/Serial	STRING	0000088	0000088
/Mgmt/ProcessName	STRING	vecan-dbus	vecan-dbus
/Ac/Frequency	DOUBLE	50.79999923706055	51Hz
/Ac/L2/Power	INT32	4210	4210W
/ModuleId	BYTE	9	9
/ProductName	STRING	Fischer Panda Genset	Fischer Panda Genset

1	/Ac/L3/Power	INT32	4100	4100W
43	/Engine/CoolantTemperature	DOUBLE	68.0	68degrees
43	/StarterVoltage	DOUBLE	13.199999809265137	13.2V
44	/Engine/ExaustTemperature	DOUBLE	63.0	63degrees
44	/Engine/WindingTemperature	DOUBLE	68.0	68degrees
44	/Engine/CoolantTemperature	DOUBLE	66.0	66degrees
44	/StarterVoltage	DOUBLE	14.199999809265137	14.2V
45	/Engine/ExaustTemperature	DOUBLE	65.0	65degrees
45	/Engine/WindingTemperature	DOUBLE	70.0	70degrees
45	/Engine/CoolantTemperature	DOUBLE	64.0	64degrees
46	/StarterVoltage	DOUBLE	15.199999809265137	15.2V
46	/Engine/ExaustTemperature	DOUBLE	67.0	67degrees
46	/Engine/WindingTemperature	DOUBLE	72.0	72degrees
46	/Engine/CoolantTemperature	DOUBLE	62.0	62degrees
47	/StarterVoltage	DOUBLE	12.899999618530273	12.9V
47	/Engine/ExaustTemperature	DOUBLE	69.0	69degrees
47	/Engine/WindingTemperature	DOUBLE	74.0	74degrees
47	/Engine/CoolantTemperature	DOUBLE	60.0	60degrees
48	/StarterVoltage	DOUBLE	13.899999618530273	13.9V
48	/Engine/ExaustTemperature	DOUBLE	71.0	71degrees
48	/Engine/WindingTemperature	DOUBLE	76.0	76degrees
48	/Engine/CoolantTemperature	DOUBLE	61.0	61degrees
48	/StarterVoltage	DOUBLE	14.899999618530273	14.9V
49	/Engine/ExaustTemperature	DOUBLE	73.0	73degrees
49	/Engine/WindingTemperature	DOUBLE	78.0	78degrees
49	/Engine/CoolantTemperature	DOUBLE	63.0	63degrees
49	/StarterVoltage	DOUBLE	12.600000381469727	12.6V
50	/Engine/ExaustTemperature	DOUBLE	75.0	75degrees
50	/Engine/WindingTemperature	DOUBLE	79.0	79degrees
50	/Engine/CoolantTemperature	DOUBLE	65.0	65degrees
50	/StarterVoltage	DOUBLE	13.600000381469727	13.6V
51	/Engine/ExaustTemperature	DOUBLE	77.0	77degrees
51	/Engine/WindingTemperature	DOUBLE	77.0	77degrees
51	/Engine/CoolantTemperature	DOUBLE	67.0	67degrees
51	/StarterVoltage	DOUBLE	14.600000381469727	14.6V
52	/Engine/ExaustTemperature	DOUBLE	79.0	79degrees
52	/Engine/WindingTemperature	DOUBLE	75.0	75degrees
52	/Engine/CoolantTemperature	DOUBLE	69.0	69degrees
52	/StarterVoltage	DOUBLE	15.600000381469727	15.6V
53	/Engine/ExaustTemperature	DOUBLE	78.0	78degrees
53	/Engine/WindingTemperature	DOUBLE	73.0	73degrees
53	/Engine/CoolantTemperature	DOUBLE	71.0	71degrees
54	/StarterVoltage	DOUBLE	13.300000190734863	13.3V
54	/Engine/ExaustTemperature	DOUBLE	76.0	76degrees
54	/Engine/WindingTemperature	DOUBLE	71.0	71degrees
54	/Engine/CoolantTemperature	DOUBLE	73.0	73degrees
54	/StarterVoltage	DOUBLE	14.300000190734863	14.3V
55	/Engine/ExaustTemperature	DOUBLE	74.0	74degrees
55	/Engine/WindingTemperature	DOUBLE	69.0	69degrees
55	/Engine/CoolantTemperature	DOUBLE	75.0	75degrees
55	/StarterVoltage	DOUBLE	15.300000190734863	15.3V
56	/Engine/ExaustTemperature	DOUBLE	72.0	72degrees
56	/Engine/WindingTemperature	DOUBLE	67.0	67degrees
56	/Engine/CoolantTemperature	DOUBLE	77.0	77degrees
56	/StarterVoltage	DOUBLE	13.0	13.0V
57	/Engine/ExaustTemperature	DOUBLE	70.0	70degrees
57	/Engine/WindingTemperature	DOUBLE	65.0	65degrees
57	/Engine/CoolantTemperature	DOUBLE	79.0	79degrees
57	/StarterVoltage	DOUBLE	14.0	14.0V
58	/Engine/ExaustTemperature	DOUBLE	68.0	68degrees
58	/Engine/WindingTemperature	DOUBLE	63.0	63degrees
58	/Engine/CoolantTemperature	DOUBLE	78.0	78degrees
58	/StarterVoltage	DOUBLE	15.0	15.0V
59	/Engine/ExaustTemperature	DOUBLE	66.0	66degrees
59	/Engine/WindingTemperature	DOUBLE	61.0	61degrees
59	/Engine/CoolantTemperature	DOUBLE	76.0	76degrees
59	/StarterVoltage	DOUBLE	12.699999809265137	12.7V
60	/Engine/ExaustTemperature	DOUBLE	64.0	64degrees
60	/Engine/WindingTemperature	DOUBLE	60.0	60degrees
60	/Engine/CoolantTemperature	DOUBLE	74.0	74degrees
60	/StarterVoltage	DOUBLE	13.699999809265137	13.7V
61	/Engine/ExaustTemperature	DOUBLE	62.0	62degrees
61	/Engine/WindingTemperature	DOUBLE	62.0	62degrees
61	/Engine/CoolantTemperature	DOUBLE	72.0	72degrees
61	/StarterVoltage	DOUBLE	14.699999809265137	14.7V
62	/Engine/ExaustTemperature	DOUBLE	60.0	60degrees
62	/Engine/WindingTemperature	DOUBLE	64.0	64degrees
62	/Engine/CoolantTemperature	DOUBLE	70.0	70degrees
62	/RemoteStartModeEnabled	UINT32	1	1
62	/StarterVoltage	DOUBLE	15.5	15.5V
63	/Engine/WindingTemperature	DOUBLE	65.0	65degrees
63	/Engine/ExaustTemperature	DOUBLE	61.0	61degrees
63	/Engine/CoolantTemperature	DOUBLE	68.0	68degrees
63	/StarterVoltage	DOUBLE	12.699999809265137	12.7V
64	/Engine/WindingTemperature	DOUBLE	66.0	66degrees
64	/Engine/ExaustTemperature	DOUBLE	63.0	63degrees
64	/StarterVoltage	DOUBLE	13.699999809265137	13.7V
65	/Engine/WindingTemperature	DOUBLE	68.0	68degrees
65	/Engine/CoolantTemperature	DOUBLE	66.0	66degrees
65	/Engine/ExaustTemperature	DOUBLE	65.0	65degrees
66	/StarterVoltage	DOUBLE	14.800000190734863	14.8V
66	/Engine/WindingTemperature	DOUBLE	70.0	70degrees
66	/Engine/CoolantTemperature	DOUBLE	64.0	64degrees
66	/Engine/ExaustTemperature	DOUBLE	67.0	67degrees
67	/StarterVoltage	DOUBLE	12.5	12.5V
67	/Engine/WindingTemperature	DOUBLE	72.0	72degrees
67	/Engine/CoolantTemperature	DOUBLE	62.0	62degrees
67	/Engine/ExaustTemperature	DOUBLE	69.0	69degrees
68	/StarterVoltage	DOUBLE	13.600000381469727	13.6V
68	/Engine/WindingTemperature	DOUBLE	75.0	75degrees
68	/Engine/CoolantTemperature	DOUBLE	60.0	60degrees
68	/Engine/ExaustTemperature	DOUBLE	71.0	71degrees
69	/StarterVoltage	DOUBLE	14.699999809265137	14.7V
69	/Engine/WindingTemperature	DOUBLE	77.0	77degrees
69	/Engine/CoolantTemperature	DOUBLE	61.0	61degrees
69	/Engine/ExaustTemperature	DOUBLE	73.0	73degrees
70	/StarterVoltage	DOUBLE	12.399999618530273	12.4V
70	/Engine/WindingTemperature	DOUBLE	79.0	79degrees
70	/Engine/CoolantTemperature	DOUBLE	63.0	63degrees
70	/Engine/ExaustTemperature	DOUBLE	75.0	75degrees
71	/StarterVoltage	DOUBLE	13.399999618530273	13.4V
71	/Engine/WindingTemperature	DOUBLE	78.0	78degrees
71	/Engine/CoolantTemperature	DOUBLE	65.0	65degrees
71	/Engine/ExaustTemperature	DOUBLE	77.0	77degrees
72	/StarterVoltage	DOUBLE	14.399999618530273	14.4V
72	/Engine/WindingTemperature	DOUBLE	76.0	76degrees
72	/Engine/CoolantTemperature	DOUBLE	67.0	67degrees
72	/Engine/ExaustTemperature	DOUBLE	79.0	79degrees
73	/StarterVoltage	DOUBLE	15.399999618530273	15.4V
73	/Engine/WindingTemperature	DOUBLE	74.0	74degrees
73	/Engine/CoolantTemperature	DOUBLE	69.0	69degrees
73	/Start	UINT32	1	1
74	/Ac/L2/Power	INT32	4120	4120W
74	/Ac/L3/Voltage	UINT16	228	228V
74	74	/Ac/L3/Current	UINT16	21	21A
74	/Ac/L3/Power	INT32	4100	4100W
74	/Engine/ExaustTemperature	DOUBLE	78.0	78degrees
74	/StatusCode	BYTE	8	8
74	/Engine/Load	DOUBLE	48.0	48%
74	/Engine/Speed	DOUBLE	3033.0	3033rpm
74	/Ac/L1/Voltage	UINT16	228	228V
74	/Ac/Frequency	DOUBLE	50.20000076293945	50Hz
74	/Ac/L1/Current	UINT16	20	20A
74	/Ac/L1/Power	INT32	4100	4100W
74	/Ac/L2/Voltage	UINT16	228	228V
74	74	/Ac/L2/Current	UINT16	21	21A
74	/StarterVoltage	DOUBLE	13.100000381469727	13.1V
74	/Engine/WindingTemperature	DOUBLE	72.0	72degrees
74	/Engine/CoolantTemperature	DOUBLE	71.0	71degrees
74	75	/Ac/L3/Power	INT32	3920	3920W
75	/Ac/L3/Current	UINT16	23	23A
75	/Ac/L3/Voltage	UINT16	229	229V
75	/Ac/L2/Power	INT32	3920	3920W
75	/Engine/ExaustTemperature	DOUBLE	76.0	76degrees
75	75	/Ac/L2/Current	UINT16	24	24A
75	/Ac/L2/Voltage	UINT16	231	231V
75	/Ac/Frequency	DOUBLE	49.5	50Hz
75	/Ac/L1/Power	INT32	3860	3860W
75	/Ac/L1/Current	UINT16	24	24A
76	/Ac/L1/Voltage	UINT16	231	231V
76	/StarterVoltage	DOUBLE	14.100000381469727	14.1V
76	/Engine/WindingTemperature	DOUBLE	70.0	70degrees
76	/Engine/CoolantTemperature	DOUBLE	73.0	73degrees
76	/Engine/Speed	DOUBLE	3045.0	3045rpm
76	/Engine/Load	DOUBLE	60.0	60%
76	76	/Ac/L3/Power	INT32	3890	3890W
76	/Ac/L3/Current	UINT16	27	27A
76	/Ac/L3/Voltage	UINT16	232	232V
76	/Ac/L2/Power	INT32	3870	3870W
76	/Engine/ExaustTemperature	DOUBLE	74.0	74degrees
76	76	/Ac/L2/Current	UINT16	28	28A
76	/Ac/L2/Voltage	UINT16	231	231V
76	/Ac/Frequency	DOUBLE	49.099998474121094	49Hz
76	/Ac/L1/Power	INT32	3930	3930W
76	/Ac/L1/Current	UINT16	29	29A
76	/Ac/L1/Voltage	UINT16	230	230V
76	/StarterVoltage	DOUBLE	15.199999809265137	15.2V
76	/Engine/WindingTemperature	DOUBLE	68.0	68degrees
76	/Engine/CoolantTemperature	DOUBLE	75.0	75degrees
76	/Engine/Speed	DOUBLE	2924.0	2924rpm
76	/Engine/Load	DOUBLE	20.0	20%
77	77	/Ac/L3/Power	INT32	4090	4090W
77	/Ac/L3/Current	UINT16	29	29A
77	/Ac/L3/Voltage	UINT16	228	228V
77	/Ac/L2/Power	INT32	4070	4070W
77	/Engine/ExaustTemperature	DOUBLE	72.0	72degrees
77	77	/Ac/L2/Current	UINT16	28	28A
77	/Ac/L2/Voltage	UINT16	228	228V
77	/Ac/Frequency	DOUBLE	49.70000076293945	50Hz
77	/Ac/L1/Power	INT32	4130	4130W
77	/Ac/L1/Current	UINT16	28	28A
77	/Ac/L1/Voltage	UINT16	228	228V
77	/StarterVoltage	DOUBLE	12.899999618530273	12.9V
77	/Engine/WindingTemperature	DOUBLE	66.0	66degrees
78	/Engine/CoolantTemperature	DOUBLE	77.0	77degrees
78	/Engine/Speed	DOUBLE	2934.0	2934rpm
78	/Engine/Load	DOUBLE	30.0	30%
78	78	/Ac/L3/Power	INT32	4120	4120W
78	/Ac/L3/Current	UINT16	25	25A
78	/Ac/L3/Voltage	UINT16	231	231V
78	/Ac/L2/Power	INT32	4140	4140W
78	/Engine/ExaustTemperature	DOUBLE	70.0	70degrees
78	78	/Ac/L2/Current	UINT16	24	24A
79	/Ac/L2/Voltage	UINT16	232	232V
79	/Ac/Frequency	DOUBLE	50.29999923706055	50Hz
79	/Ac/L1/Power	INT32	4080	4080W
79	/Ac/L1/Current	UINT16	24	24A
79	/Ac/L1/Voltage	UINT16	232	232V
79	/StarterVoltage	DOUBLE	13.899999618530273	13.9V
79	/Engine/WindingTemperature	DOUBLE	64.0	64degrees
79	/Engine/CoolantTemperature	DOUBLE	79.0	79degrees
79	/Engine/Speed	DOUBLE	2944.0	2944rpm
79	/Engine/Load	DOUBLE	40.0	40%
82	82	/Ac/L3/Power	INT32	4160	4160W
82	/Ac/L3/Current	UINT16	29	29A
82	/Ac/L3/Voltage	UINT16	231	231V
82	/Engine/ExaustTemperature	DOUBLE	62.0	62degrees
82	82	/Ac/L2/Current	UINT16	28	28A
82	/Ac/L2/Voltage	UINT16	230	230V
82	/Ac/Frequency	DOUBLE	49.20000076293945	49Hz
82	/Ac/L1/Power	INT32	4120	4120W
82	/Ac/L1/Current	UINT16	28	28A
82	/Ac/L1/Voltage	UINT16	230	230V
82	/StarterVoltage	DOUBLE	14.600000381469727	14.6V
82	/Engine/WindingTemperature	DOUBLE	63.0	63degrees
82	/Engine/CoolantTemperature	DOUBLE	72.0	72degrees
83	/Engine/Speed	DOUBLE	2984.0	2984rpm
83	/Engine/Load	DOUBLE	29.0	29%
83	83	/Ac/L3/Power	INT32	3960	3960W
83	/Ac/L3/Current	UINT16	25	25A
83	/Ac/L3/Voltage	UINT16	227	227V
83	/Ac/L2/Power	INT32	3980	3980W
83	/Engine/ExaustTemperature	DOUBLE	60.0	60degrees
83	83	/Ac/L2/Current	UINT16	24	24A
83	/Ac/L2/Voltage	UINT16	228	228V
83	/Ac/Frequency	DOUBLE	49.20000076293945	49Hz
83	/Ac/L1/Power	INT32	3920	3920W
83	/Ac/L1/Current	UINT16	24	24A
83	/Ac/L1/Voltage	UINT16	229	229V
83	/Engine/WindingTemperature	DOUBLE	65.0	65degrees
83	/Engine/CoolantTemperature	DOUBLE	70.0	70degrees
83	/Engine/Speed	DOUBLE	2994.0	2994rpm
83	/Engine/Load	DOUBLE	39.0	39%
84	84	/Ac/L3/Power	INT32	3810	3810W
84	/Ac/L3/Current	UINT16	21	21A
84	/Ac/L3/Voltage	UINT16	231	231V
84	/Ac/L2/Power	INT32	3780	3780W
84	/Engine/ExaustTemperature	DOUBLE	61.0	61degrees
84	/Ac/L2/Current	UINT16	20	20A
84	/Ac/L2/Voltage	UINT16	232	232V
84	/Ac/Frequency	DOUBLE	49.79999923706055	50Hz
84	/Ac/L1/Power	INT32	3850	3850W
84	/Ac/L1/Current	UINT16	20	20A
84	/Ac/L1/Voltage	UINT16	233	233V
84	/StarterVoltage	DOUBLE	13.300000190734863	13.3V
84	/Engine/WindingTemperature	DOUBLE	67.0	67degrees
84	/Engine/CoolantTemperature	DOUBLE	68.0	68degrees
84	/Engine/Speed	DOUBLE	3004.0	3004rpm
84	/Engine/Load	DOUBLE	49.0	49%
85	/Ac/L3/Power	INT32	4010	4010W
85	/Ac/L3/Current	UINT16	23	23A
85	/Ac/L3/Voltage	UINT16	230	230V
85	/Ac/L2/Power	INT32	3990	3990W
85	/Engine/ExaustTemperature	DOUBLE	63.0	63degrees
85	85	/Ac/L2/Voltage	UINT16	229	229V
85	/Ac/Frequency	DOUBLE	50.400001525878906	50Hz
85	/Ac/L1/Power	INT32	4050	4050W
85	/Ac/L1/Current	UINT16	24	24A
85	/StarterVoltage	DOUBLE	14.300000190734863	14.3V
85	/Engine/WindingTemperature	DOUBLE	69.0	69degrees
85	/Engine/CoolantTemperature	DOUBLE	66.0	66degrees
85	/Engine/Speed	DOUBLE	3014.0	3014rpm
85	/Engine/Load	DOUBLE	59.0	59%
